data_point;region;vac_interval_group;vaccine;vac_count_18_59;vac_count_60;vac_count_total;nas_age_18_59;nas_age_60;nas_age_adult_total
2021.11_01-07-2022;Сахалинская область;165_195_days;SputnikV;12731;7231;19962;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;21_45_days;AllVaccines;5144;4171;9315;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;21_45_days;CoviVac;5;3;8;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;21_45_days;EpiVacCorona;49;21;70;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;21_45_days;SputnikLite;2604;3431;6035;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;21_45_days;SputnikV;2486;716;3202;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;45_75_days;AllVaccines;9692;2359;12051;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;45_75_days;CoviVac;44;8;52;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;45_75_days;EpiVacCorona;98;26;124;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;45_75_days;SputnikLite;2301;729;3030;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;45_75_days;SputnikV;7249;1596;8845;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;75_90_days;AllVaccines;11258;1802;13060;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;75_90_days;CoviVac;53;6;59;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;75_90_days;EpiVacCorona;6;1;7;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;75_90_days;SputnikLite;2495;353;2848;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;75_90_days;SputnikV;8704;1442;10146;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;90_105_days;AllVaccines;16938;2898;19836;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;90_105_days;CoviVac;90;19;109;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;90_105_days;EpiVacCorona;26;3;29;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;90_105_days;SputnikLite;2729;182;2911;276677;101794;378471
2021.11_01-07-2022;Сахалинская область;90_105_days;SputnikV;14093;2694;16787;276677;101794;378471
2021.11_01-07-2022;Свердловская область;105_165_days;AllVaccines;244466;89107;333573;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;105_165_days;CoviVac;7271;943;8214;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;105_165_days;EpiVacCorona;14107;7660;21767;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;105_165_days;SputnikLite;3009;318;3327;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;105_165_days;SputnikV;220079;80186;300265;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;165_195_days;AllVaccines;80710;69847;150557;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;165_195_days;CoviVac;2;1;3;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;165_195_days;EpiVacCorona;3712;2063;5775;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;165_195_days;SputnikLite;6;0;6;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;165_195_days;SputnikV;76990;67783;144773;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;21_45_days;AllVaccines;127239;42940;170179;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;21_45_days;CoviVac;1786;457;2243;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;21_45_days;EpiVacCorona;327;147;474;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;21_45_days;SputnikLite;93014;29376;122390;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;21_45_days;SputnikV;32112;12960;45072;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;45_75_days;AllVaccines;102673;46740;149413;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;45_75_days;CoviVac;1009;188;1197;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;45_75_days;EpiVacCorona;1536;683;2219;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;45_75_days;SputnikLite;45032;19048;64080;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;45_75_days;SputnikV;55096;26821;81917;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;75_90_days;AllVaccines;95522;20927;116449;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;75_90_days;CoviVac;403;85;488;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;75_90_days;EpiVacCorona;4951;2180;7131;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;75_90_days;SputnikLite;41415;5536;46951;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;75_90_days;SputnikV;48753;13126;61879;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;90_105_days;AllVaccines;151279;28624;179903;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;90_105_days;CoviVac;1581;259;1840;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;90_105_days;EpiVacCorona;2183;581;2764;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;90_105_days;SputnikLite;48647;4061;52708;2364046;987486;3351532
2021.11_01-07-2022;Свердловская область;90_105_days;SputnikV;98868;23723;122591;2364046;987486;3351532
2021.11_01-07-2022;Смоленская область;105_165_days;AllVaccines;62899;22660;85559;521379;238479;759858
2021.11_01-07-2022;Смоленская область;105_165_days;CoviVac;1574;198;1772;521379;238479;759858
2021.11_01-07-2022;Смоленская область;105_165_days;EpiVacCorona;576;498;1074;521379;238479;759858
2021.11_01-07-2022;Смоленская область;105_165_days;SputnikLite;42;7;49;521379;238479;759858
2021.11_01-07-2022;Смоленская область;105_165_days;SputnikV;60707;21957;82664;521379;238479;759858
2021.11_01-07-2022;Смоленская область;165_195_days;AllVaccines;10813;12268;23081;521379;238479;759858
2021.11_01-07-2022;Смоленская область;165_195_days;CoviVac;1770;219;1989;521379;238479;759858
2021.11_01-07-2022;Смоленская область;165_195_days;EpiVacCorona;182;300;482;521379;238479;759858
2021.11_01-07-2022;Смоленская область;165_195_days;SputnikV;8861;11749;20610;521379;238479;759858
2021.11_01-07-2022;Смоленская область;21_45_days;AllVaccines;17749;8227;25976;521379;238479;759858
2021.11_01-07-2022;Смоленская область;21_45_days;CoviVac;37;8;45;521379;238479;759858
2021.11_01-07-2022;Смоленская область;21_45_days;EpiVacCorona;159;58;217;521379;238479;759858
2021.11_01-07-2022;Смоленская область;21_45_days;SputnikLite;12230;6078;18308;521379;238479;759858
2021.11_01-07-2022;Смоленская область;21_45_days;SputnikV;5323;2083;7406;521379;238479;759858
2021.11_01-07-2022;Смоленская область;45_75_days;AllVaccines;22613;9046;31659;521379;238479;759858
2021.11_01-07-2022;Смоленская область;45_75_days;CoviVac;103;10;113;521379;238479;759858
2021.11_01-07-2022;Смоленская область;45_75_days;EpiVacCorona;349;144;493;521379;238479;759858
2021.11_01-07-2022;Смоленская область;45_75_days;SputnikLite;5670;4464;10134;521379;238479;759858
2021.11_01-07-2022;Смоленская область;45_75_days;SputnikV;16491;4428;20919;521379;238479;759858
2021.11_01-07-2022;Смоленская область;75_90_days;AllVaccines;29615;6048;35663;521379;238479;759858
2021.11_01-07-2022;Смоленская область;75_90_days;CoviVac;169;18;187;521379;238479;759858
2021.11_01-07-2022;Смоленская область;75_90_days;EpiVacCorona;760;200;960;521379;238479;759858
2021.11_01-07-2022;Смоленская область;75_90_days;SputnikLite;4091;966;5057;521379;238479;759858
2021.11_01-07-2022;Смоленская область;75_90_days;SputnikV;24595;4864;29459;521379;238479;759858
2021.11_01-07-2022;Смоленская область;90_105_days;AllVaccines;36833;7154;43987;521379;238479;759858
2021.11_01-07-2022;Смоленская область;90_105_days;CoviVac;482;65;547;521379;238479;759858
2021.11_01-07-2022;Смоленская область;90_105_days;EpiVacCorona;45;16;61;521379;238479;759858
2021.11_01-07-2022;Смоленская область;90_105_days;SputnikLite;3265;422;3687;521379;238479;759858
2021.11_01-07-2022;Смоленская область;90_105_days;SputnikV;33041;6651;39692;521379;238479;759858
2021.11_01-07-2022;Ставропольский край;105_165_days;AllVaccines;174444;52636;227080;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;105_165_days;CoviVac;3680;688;4368;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;105_165_days;EpiVacCorona;13813;6783;20596;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;105_165_days;SputnikLite;1339;210;1549;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;105_165_days;SputnikV;155612;44955;200567;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;165_195_days;AllVaccines;46587;32365;78952;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;165_195_days;CoviVac;674;328;1002;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;165_195_days;EpiVacCorona;2097;1704;3801;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;165_195_days;SputnikLite;1;1;2;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;165_195_days;SputnikV;43815;30332;74147;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;21_45_days;AllVaccines;36743;22716;59459;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;21_45_days;CoviVac;384;147;531;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;21_45_days;EpiVacCorona;225;133;358;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;21_45_days;SputnikLite;23103;14672;37775;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;21_45_days;SputnikV;13031;7764;20795;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;45_75_days;AllVaccines;55454;24676;80130;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;45_75_days;CoviVac;522;167;689;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;45_75_days;EpiVacCorona;580;378;958;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;45_75_days;SputnikLite;19141;14000;33141;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;45_75_days;SputnikV;35211;10131;45342;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;75_90_days;AllVaccines;57647;11658;69305;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;75_90_days;CoviVac;766;136;902;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;75_90_days;EpiVacCorona;1430;516;1946;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;75_90_days;SputnikLite;12610;3402;16012;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;75_90_days;SputnikV;42841;7604;50445;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;90_105_days;AllVaccines;85448;14616;100064;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;90_105_days;CoviVac;1108;208;1316;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;90_105_days;EpiVacCorona;846;227;1073;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;90_105_days;SputnikLite;10526;1593;12119;1590669;616030;2206699
2021.11_01-07-2022;Ставропольский край;90_105_days;SputnikV;72968;12588;85556;1590669;616030;2206699
2021.11_01-07-2022;Тамбовская область;105_165_days;AllVaccines;78381;24820;103201;545785;279936;825721
2021.11_01-07-2022;Тамбовская область;105_165_days;CoviVac;1210;110;1320;545785;279936;825721
2021.11_01-07-2022;Тамбовская область;105_165_days;EpiVacCorona;947;852;1799;545785;279936;825721
2021.11_01-07-2022;Тамбовская область;105_165_days;SputnikLite;3778;276;4054;545785;279936;825721
2021.11_01-07-2022;Тамбовская область;105_165_days;SputnikV;72446;23582;96028;545785;279936;825721
2021.11_01-07-2022;Тамбовская область;165_195_days;AllVaccines;15542;15393;30935;545785;279936;825721
