data_point;region;vac_interval_group;vaccine;ve_zab_18_59;ve_hosp_18_59;ve_severe_18_59;ve_death_18_59;ve_zab_60;ve_hosp_60;ve_severe_60;ve_death_60;ve_zab_total;ve_hosp_total;ve_severe_total;ve_death_total
2021.11_01-07-2022;Псковская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;РФ;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;РФ;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;РФ;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;РФ;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;РФ;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;РФ;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;РФ;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;РФ;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;РФ;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;РФ;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;РФ;21_45_days;AllVaccines;-10.104169342598446;-6.877885500896833;-6.105214109759939;-3.9511897513821177;-5.318821556871617;-3.2573598484399167;-1.895889465591095;-1.190281005944425;-8.303065938552491;-4.703217485358254;-2.965705064142081;-1.7136764228505763
2021.11_01-07-2022;РФ;21_45_days;CoviVac;-17.689062906994696;-17.708733497980933;-15.182614478831074;-5.768274969345233;-10.578651661395293;-8.984469261408963;-7.904960817481962;-4.510579304507409;-15.603731263243226;-10.991423321920102;-7.853133303592898;-3.2854549783517895
2021.11_01-07-2022;РФ;21_45_days;EpiVacCorona;-59.15582156821449;-86.49581607653364;-91.03467501911919;-66.51832462080606;-54.6871111635584;-61.070091746161225;-57.80563327028156;-47.90726332727454;-58.28435794786125;-76.77965493197132;-74.3034659188078;-59.819205644574915
2021.11_01-07-2022;РФ;21_45_days;SputnikLite;-0.9745604548205917;-0.5545507306599777;-0.30613643391625733;-0.1920746335883703;-0.06318992642028864;0.3130828834219964;0.5846720756480001;0.7018054271312079;-0.6334550242281249;-0.036228625946327364;0.3506769133852955;0.5580045472187269
2021.11_01-07-2022;РФ;21_45_days;SputnikV;-21.18654084152945;-13.762480209762652;-12.443982960725231;-8.31085210368991;-13.618388749095311;-8.522873223559095;-5.295643850156279;-3.796153158098206;-18.481910485290715;-10.417179513566323;-6.860449652130399;-4.386275273617728
2021.11_01-07-2022;РФ;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;РФ;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;РФ;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;РФ;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;РФ;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;РФ;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;РФ;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;РФ;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;РФ;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;РФ;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;РФ;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;РФ;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;РФ;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;РФ;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;РФ;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;21_45_days;AllVaccines;-7.48451265361091;-6.844548074981181;-4.829681274900398;-5.995617529880479;-4.182745936104884;-2.6216246550004456;-1.031062014340311;-0.6492351901594309;-6.182520159965338;-3.8756004336399323;-1.524388516180582;-1.0558467082531253
2021.11_01-07-2022;Республика Адыгея;21_45_days;CoviVac;-33.68538375672292;-25.043990653256117;1.0;1.0;-33.593879239040525;-30.91697191697192;1.0;1.0;-31.851902421263425;-20.598503889886295;1.0;1.0
2021.11_01-07-2022;Республика Адыгея;21_45_days;EpiVacCorona;-44.60531653677805;-110.22540450065094;1.0;1.0;-40.87801702553831;-41.51083179297598;-75.58461538461539;-36.50242152466368;-43.42600327710325;-65.75663775751835;-66.08227989292088;-34.34616514839847
2021.11_01-07-2022;Республика Адыгея;21_45_days;SputnikLite;-0.6845369004886648;-0.8824612671609873;-2.701646525341773;-2.9430582552553677;-0.17128141082290194;0.3927613082486513;1.0;1.0;-0.4940908238250534;-0.02983290854643461;0.43346942611733685;0.6265010127830024
2021.11_01-07-2022;Республика Адыгея;21_45_days;SputnikV;-27.41488710387818;-21.590634013291215;-10.248738379814078;-13.67226745193141;-15.706653521545277;-11.471414661131673;-6.018229210744572;-5.474563567658724;-22.886895499062074;-14.717656625625148;-6.618055386562188;-6.193805328714899
2021.11_01-07-2022;Республика Адыгея;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Адыгея;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;21_45_days;AllVaccines;-12.275308558790186;-5.262260601822489;-4.075510887772195;-3.880298930550186;-6.001142936998716;-4.358743667679838;-2.9940946591402513;-1.6025350837483021;-10.01395625763562;-5.859838581334547;-4.612595202910083;-2.9989740820734343
2021.11_01-07-2022;Республика Алтай;21_45_days;CoviVac;-93.41691842900303;-62.86648501362399;1.0;1.0;-42.09810874704491;-41.87007642563198;-123.01700680272108;1.0;-75.45313302516693;-56.31599701587978;-122.61705551086082;1.0
2021.11_01-07-2022;Республика Алтай;21_45_days;EpiVacCorona;-151.82080554130323;-162.66759776536313;-173.38392857142856;-347.7678571428571;-132.67406204906203;-157.48202354438433;-152.7848101265823;-65.75274725274724;-150.95772832299647;-223.21999173895082;-254.25732087227416;-154.18484848484846
2021.11_01-07-2022;Республика Алтай;21_45_days;SputnikLite;-0.8253988415285309;0.296585437481263;1.0;1.0;-0.06427071131081319;0.2985292639619418;1.0;1.0;-0.542006087714535;0.06344206974128219;1.0;1.0
2021.11_01-07-2022;Республика Алтай;21_45_days;SputnikV;-23.83800224935858;-10.076850280642214;-9.25595799905616;-5.348926380368098;-17.416167597765362;-11.16928735632184;-7.5283037974683555;-8.821224489795918;-21.80060408247877;-10.375432272388514;-7.621855412802404;-7.621855412802404
2021.11_01-07-2022;Республика Алтай;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Алтай;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;21_45_days;AllVaccines;-15.45691100141429;-11.600440165720316;-8.323179483761555;-2.033885885728192;-5.084469423294151;-2.781796486372958;-2.1847555741211573;-1.8808020408816013;-11.047187467156991;-5.150264184389256;-3.5083290964000096;-1.8860788081798225
2021.11_01-07-2022;Республика Башкортостан;21_45_days;CoviVac;-20.89767238233523;-14.588399408531648;-34.50048288306605;-34.84966796060441;-8.983614695108114;-5.556127065124948;-1.8903968887116074;-3.843652345381929;-16.91547879297238;-8.174716351967371;-10.24425741833135;-6.545326835907593
2021.11_01-07-2022;Республика Башкортостан;21_45_days;EpiVacCorona;-46.04185511519761;-89.98890632022591;-107.3112186665518;1.0;-24.69629297396529;-16.9617005453644;-16.34144214989059;-11.418447212065814;-37.45095906070638;-40.85705185889205;-39.99104388939773;-14.371641458524149
2021.11_01-07-2022;Республика Башкортостан;21_45_days;SputnikLite;-1.6338585213684782;-1.7886086215876862;-0.3452728445126323;1.0;-0.42451723739907177;0.007939510703897201;0.31243332425022574;0.714351870083846;-1.2001511487561727;-0.5629978351262177;0.15142205164000577;0.7462626528795485
2021.11_01-07-2022;Республика Башкортостан;21_45_days;SputnikV;-23.395989309608545;-16.120826705811883;-11.827023608275194;-4.143303297473982;-8.21013372009932;-4.771771264575128;-4.076529546008897;-4.017683319982688;-17.168174339781086;-8.02226928127425;-5.847025743724817;-4.027165978092299
2021.11_01-07-2022;Республика Башкортостан;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Башкортостан;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Республика Бурятия;21_45_days;AllVaccines;-16.20908893049238;-9.616606530759515;-6.660610202587258;-4.58586160605321;-11.819142448912368;-8.16205336925975;-3.4720374392856073;-3.9791757055963446;-14.85549818333372;-9.281049507583251;-4.574049110580808;-4.5853561180967874
2021.11_01-07-2022;Республика Бурятия;21_45_days;CoviVac;-64.29269523143424;-83.45126128931797;1.0;1.0;-77.37554570259208;-102.84484334203655;1.0;1.0;-69.44521084719196;-102.04749779541446;1.0;1.0
2021.11_01-07-2022;Республика Бурятия;21_45_days;EpiVacCorona;-181.0446364193525;-320.3657484234982;-352.63086956521744;-200.49907097733188;-266.24690761702755;-306.2548615322418;-302.90199095022626;-377.05989304812834;-199.10870638432922;-282.7250897094004;-274.39474692202464;-289.5087994971716
2021.11_01-07-2022;Республика Бурятия;21_45_days;SputnikLite;-1.436953283400562;-0.35217746321313514;-0.11212537497546915;0.017622585438335725;-0.5565414535754976;0.026596871742583295;0.279121592019681;0.07450545001653375;-1.1524743764303835;-0.20998339742990102;0.08843996996035763;-0.08931269557964705
